ஃ x 
பேசுகிறாள் peːsɨçɪɾɑ˞ːɭ 
பேசுகிறேன் peːsɨçɪɾeːn̺ 
பேசுகிறேன் peːsɨçɪɾeːn̺ 
பேசுகையில் peːsɨxʌjɪ̯ɪl 
பேசுபவன் peːsɨβʌʋʌn̺ 
பேசுபவரின் peːsɨβʌʋʌɾɪn̺ 
பேசுபோது peːsɨβoːðɨ 
பேசுமா peːsɨmɑː 
பேசும் peːsɨm 
பேசும்படம் peːsɨmbʌ˞ɽʌm 
பேசும்போது peːsɨmboːðɨ 
பேசும்போதே peːsɨmboːðeˑ 
பேசுவதற்காக peːsɨʋʌðʌrkɑːxə 
பேசுவதற்கு peːsɨʋʌðʌrkɨ 
பேசுவதற்கோ peːsɨʋʌðʌrkoˑ 
பேசுவதா peːsɨʋʌðɑː 
பேசுவதாக peːsɨʋʌðɑːxə 
பேசுவதாகத்தான் peːsɨʋʌðɑːxʌt̪t̪ɑːn̺ 
பேசுவதால் peːsɨʋʌðɑːl 
பேசுவதிலும் peːsɨʋʌðɪlɨm 
பேசுவது peːsɨʋʌðɨ 
பேசுவதுதான் peːsɨʋʌðɨðɑːn̺ 
பேசுவதை peːsɨʋʌðʌɪ̯ 
பேசுவதைப் peːsɨʋʌðʌɪ̯p 
பேசுவதையும் peːsɨʋʌðʌjɪ̯ɨm 
பேசுவான் peːsɨʋɑːn̺ 
பேசுவாரோ peːsɨʋɑːɾoˑ 
பேசுவார் peːsɨʋɑːr 
பேசுவார்கள் peːsɨʋɑːrɣʌ˞ɭ 
பேசுவோம் peːsɨʋoːm 
பேசுவோரும் peːsɨʋoːɾɨm 
பேச்சளவில் peːtʃtʃʌ˞ɭʼʌʋɪl 
பேச்சால் peːtʃtʃɑːl 
பேச்சாளர் peːtʃtʃɑ˞ːɭʼʌr 
பேச்சின் peːtʃtʃɪn̺ 
பேச்சிமுத்து peːtʃtʃɪmʉ̩t̪t̪ɨ 
பேச்சிலர் peːtʃtʃɪlʌr 
பேச்சிலர்களில் peːtʃtʃɪlʌrɣʌ˞ɭʼɪl 
பேச்சிலர்களும் peːtʃtʃɪlʌrɣʌ˞ɭʼɨm 
பேச்சிலர்களை peːtʃtʃɪlʌrɣʌ˞ɭʼʌɪ̯ 
பேச்சிலர்கள் peːtʃtʃɪlʌrɣʌ˞ɭ 
பேச்சிலே peːtʃtʃɪleˑ 
பேச்சில் peːtʃtʃɪl 
பேச்சு peːtʃtʃɨ 
பேச்சுகள் peːtʃtʃɨxʌ˞ɭ 
பேச்சுக்கள் peːtʃtʃɨkkʌ˞ɭ 
பேச்சுசென்னையில் peːtʃtʃɨsɛ̝n̺n̺ʌjɪ̯ɪl 
பேச்சும் peːtʃtʃɨm 
பேச்சுவார்த் peːtʃtʃɨʋɑːrt̪ 
பேச்சுவார்த்தை peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯ 
பேச்சுவார்த்தைகளின் peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯xʌ˞ɭʼɪn̺ 
பேச்சுவார்த்தைகளும் peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯xʌ˞ɭʼɨm 
பேச்சுவார்த்தைகளை peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯xʌ˞ɭʼʌɪ̯ 
பேச்சுவார்த்தைகள் peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯xʌ˞ɭ 
பேச்சுவார்த்தைகாங்கிரஸ் peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯xɑːŋʲgʲɪɾʌs 
பேச்சுவார்த்தைக்கு peːtʃtʃɨʋɑːrt̪t̪ʌjccɨ 
பேச்சுவார்த்தைமுன்னதாக peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯mʉ̩n̺n̺ʌðɑːxə 
பேச்சுவார்த்தையா peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ɑː 
பேச்சுவார்த்தையின் peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ɪn̺ 
பேச்சுவார்த்தையின்போது peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ɪn̺boːðɨ 
பேச்சுவார்த்தையிலும் peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ɪlɨm 
பேச்சுவார்த்தையிலேயே peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ɪleːɪ̯eˑ 
பேச்சுவார்த்தையில் peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ɪl 
பேச்சுவார்த்தையும் peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ɨm 
பேச்சுவார்த்தையை peːtʃtʃɨʋɑːrt̪t̪ʌjɪ̯ʌɪ̯ 
பேச்சுவார்த்தை peːtʃtʃɨʋɑːrt̪t̪ʌɪ̯ 
பேச்சென்பது peːtʃtʃɛ̝n̺bʌðɨ 
பேச்சே peːtʃtʃeˑ 
பேச்சை peːtʃtʃʌɪ̯ 
பேச்சைப் peːtʃtʃʌɪ̯p 
பேடிஎம் pe˞ːɽɪʲɛ̝m 
பேடிஎம்மை pe˞ːɽɪʲɛ̝mmʌɪ̯ 
பேடு pe˞ːɽɨ 
பேடும் pe˞ːɽɨm 
பேட் pe˞ːʈ 
பேட்ஜுகளும் pe˞ːʈdʒɨxʌ˞ɭʼɨm 
பேட்ஜை pe˞ːʈdʒʌɪ̯ 
பேட்டரி pe˞ːʈʈʌɾɪˑ 
பேட்டரிகளில் pe˞ːʈʈʌɾɪxʌ˞ɭʼɪl 
பேட்டரிகளுக்கு pe˞ːʈʈʌɾɪxʌ˞ɭʼɨkkɨ 
பேட்டரிகளை pe˞ːʈʈʌɾɪxʌ˞ɭʼʌɪ̯ 
பேட்டரிகளைப் pe˞ːʈʈʌɾɪxʌ˞ɭʼʌɪ̯p 
பேட்டரிகள் pe˞ːʈʈʌɾɪxʌ˞ɭ 
பேட்டரிக்கு pe˞ːʈʈʌɾɪkkɨ 
பேட்டரிதான் pe˞ːʈʈʌɾɪðɑːn̺ 
பேட்டரியால் pe˞ːʈʈʌɾɪɪ̯ɑːl 
பேட்டரியின் pe˞ːʈʈʌɾɪɪ̯ɪn̺ 
பேட்டரியிலிருந்து pe˞ːʈʈʌɾɪɪ̯ɪlɪɾɨn̪d̪ɨ 
பேட்டரியில் pe˞ːʈʈʌɾɪɪ̯ɪl 
பேட்டரியை pe˞ːʈʈʌɾɪɪ̯ʌɪ̯ 
பேட்டரியைப் pe˞ːʈʈʌɾɪɪ̯ʌɪ̯p 
பேட்டரியையும் pe˞ːʈʈʌɾɪɪ̯ʌjɪ̯ɨm 
பேட்டர்ன் pe˞ːʈʈʌrn̺ 
பேட்டி pe˞ːʈʈɪˑ 
பேட்டிஅளித்த pe˞ːʈʈɪˀʌ˞ɭʼɪt̪t̪ə 
பேட்டிஅளித்தார் pe˞ːʈʈɪˀʌ˞ɭʼɪt̪t̪ɑːr 
பேட்டிங் pe˞ːʈʈɪŋ 
பேட்டிங்கிற்கு pe˞ːʈʈɪŋʲgʲɪrkɨ 
பேட்டிங்கில் pe˞ːʈʈɪŋʲgʲɪl 
பேட்டிதமிழக pe˞ːʈʈɪðʌmɪ˞ɻʌxə 
பேட்டியளிக்காமல் pe˞ːʈʈɪɪ̯ʌ˞ɭʼɪkkɑːmʌl 
பேட்டியளிக்கும்போது pe˞ːʈʈɪɪ̯ʌ˞ɭʼɪkkɨmboːðɨ 
பேட்டியளித் pe˞ːʈʈɪɪ̯ʌ˞ɭʼɪt̪ 
பேட்டியளித்த pe˞ːʈʈɪɪ̯ʌ˞ɭʼɪt̪t̪ə 
பேட்டியளித்தனர் pe˞ːʈʈɪɪ̯ʌ˞ɭʼɪt̪t̪ʌn̺ʌr 
பேட்டியளித்தபோது pe˞ːʈʈɪɪ̯ʌ˞ɭʼɪt̪t̪ʌβoːðɨ 
பேட்டியளித்தார் pe˞ːʈʈɪɪ̯ʌ˞ɭʼɪt̪t̪ɑːr 
பேட்டியின் pe˞ːʈʈɪɪ̯ɪn̺ 
பேட்டியில் pe˞ːʈʈɪɪ̯ɪl 
பேட்டியும் pe˞ːʈʈɪɪ̯ɨm 
பேட்டிரிகளை pe˞ːʈʈɪɾɪxʌ˞ɭʼʌɪ̯ 
பேட்டிஸ் pe˞ːʈʈɪs 
பேட்டை pe˞ːʈʈʌɪ̯ 
பேட்டையில் pe˞ːʈʈʌjɪ̯ɪl 
பேட்டையைச் pe˞ːʈʈʌjɪ̯ʌɪ̯tʃ 
பேட்மிண்டன் pe˞ːʈmɪ˞ɳɖʌn̺ 
பேட்ஸ் pe˞ːʈs 
பேட்ஸ்மேன் pe˞ːʈsmeːn̺ 
பேட்ஸ்மேன்கள் pe˞ːʈsmeːn̺gʌ˞ɭ 
பேணாத pe˞ːɳʼɑːðə 
பேணி pe˞ːɳʼɪˑ 
பேணுதல் pe˞ːɳʼɨðʌl 
பேணும் pe˞ːɳʼɨm 
பேணுவது pe˞ːɳʼɨʋʌðɨ 
பேண்டேஜ் pe˞ːɳɖeːdʒ 
பேதமும் peːðʌmʉ̩m 
பேதும் peːðɨm 
பேத்தி peːt̪t̪ɪˑ 
பேத்திக்கு peːt̪t̪ɪkkɨ 
பேத்தியான peːt̪t̪ɪɪ̯ɑːn̺ə 
பேத்தியோடும் peːt̪t̪ɪɪ̯o˞ːɽɨm 
பேந்தம் peːn̪d̪ʌm 
பேனர் peːn̺ʌr 
பேனர்களும் peːn̺ʌrɣʌ˞ɭʼɨm 
பேனர்களை peːn̺ʌrɣʌ˞ɭʼʌɪ̯ 
பேனர்கள் peːn̺ʌrɣʌ˞ɭ 
பேனல் peːn̺ʌl 
பேனல்கள் peːn̺ʌlxʌ˞ɭ 
பேனா peːn̺ɑː 
பேனாக்களைத் peːn̺ɑːkkʌ˞ɭʼʌɪ̯t̪ 
பேன்ஸ் peːn̺s 
பேபி peːβɪˑ 
பேபிஸ்டெப்ஸ் peːβɪsʈɛ̝ps 
பேப்பர் peːppʌr 
பேப்பர்கள் peːppʌrɣʌ˞ɭ 
பேப்பர்ஸில் peːppʌrsɪl 
பேப்பர்ஸ் peːppʌrs 
பேப்பர்ஸ்தான் peːppʌrst̪ɑːn̺ 
பேமிலி peːmɪlɪˑ 
பேமெண்ட் peːmɛ̝ɳɖ 
பேயர் peːɪ̯ʌr 
பேயைப் peːɪ̯ʌɪ̯p 
பேய் peːɪ̯ 
பேய்கள்கூட peːɪ̯xʌ˞ɭxu˞ːɽə 
பேய்க் peːɪ̯k 
பேய்க்கனவு peːjccʌn̺ʌʋʉ̩ 
பேய்ப் peːɪ̯p 
பேரங்கள் peːɾʌŋgʌ˞ɭ 
பேரடங்கிய peːɾʌ˞ɽʌŋʲgʲɪɪ̯ə 
பேரணி peːɾʌ˞ɳʼɪˑ 
பேரணியில் peːɾʌ˞ɳʼɪɪ̯ɪl 
பேரணியும் peːɾʌ˞ɳʼɪɪ̯ɨm 
பேரதிர்ச்சியையும் peːɾʌðɪrtʃtʃɪɪ̯ʌjɪ̯ɨm 
பேரது peːɾʌðɨ 
பேரத்தைவிட peːɾʌt̪t̪ʌɪ̯ʋɪ˞ɽə 
பேரனுக்கு peːɾʌn̺ɨkkɨ 
பேரன்ட்ஸா peːɾʌn̺ʈsɑː 
பேரன்பின் peːɾʌn̺bɪn̺ 
பேரமைப்புத் peːɾʌmʌɪ̯ppʉ̩t̪ 
பேரம் peːɾʌm 
பேரரசர் peːɾʌɾʌsʌr 
பேரறிஞர் peːɾʌɾɪɲʌr 
பேரலில் peːɾʌlɪl 
பேரலையாக peːɾʌlʌjɪ̯ɑːxə 
பேரழிவல்ல peːɾʌ˞ɻɪʋʌllə 
பேரழிவு peːɾʌ˞ɻɪʋʉ̩ 
பேரழிவுகளும் peːɾʌ˞ɻɪʋʉ̩xʌ˞ɭʼɨm 
பேரழிவுகளை peːɾʌ˞ɻɪʋʉ̩xʌ˞ɭʼʌɪ̯ 
பேரழிவுகளைத் peːɾʌ˞ɻɪʋʉ̩xʌ˞ɭʼʌɪ̯t̪ 
பேரழிவை peːɾʌ˞ɻɪʋʌɪ̯ 
பேரழிவைச் peːɾʌ˞ɻɪʋʌɪ̯tʃ 
பேரழிவையும் peːɾʌ˞ɻɪʋʌjɪ̯ɨm 
பேரவை peːɾʌʋʌɪ̯ 
பேரவைகளிலும் peːɾʌʋʌɪ̯xʌ˞ɭʼɪlɨm 
பேரவைக் peːɾʌʋʌɪ̯k 
பேரவைக்கு peːɾʌʋʌjccɨ 
பேரவைச் peːɾʌʋʌɪ̯tʃ 
பேரவைதான் peːɾʌʋʌɪ̯ðɑːn̺ 
பேரவைத் peːɾʌʋʌɪ̯t̪ 
பேரவைப் peːɾʌʋʌɪ̯p 
பேரவையின் peːɾʌʋʌjɪ̯ɪn̺ 
பேரவையில் peːɾʌʋʌjɪ̯ɪl 
பேராக peːɾɑːxə 
பேராசிரி peːɾɑːsɪɾɪˑ 
பேராசிரியர் peːɾɑːsɪɾɪɪ̯ʌr 
பேராசிரியர்கள் peːɾɑːsɪɾɪɪ̯ʌrɣʌ˞ɭ 
பேராசிரியை peːɾɑːsɪɾɪɪ̯ʌɪ̯ 
பேராசை peːɾɑːsʌɪ̯ 
பேராசையால் peːɾɑːsʌjɪ̯ɑːl 
பேராசையை peːɾɑːsʌjɪ̯ʌɪ̯ 
பேராதரவு peːɾɑːðʌɾʌʋʉ̩ 
பேராயர் peːɾɑːɪ̯ʌr 
பேராவது peːɾɑːʋʌðɨ 
பேராவூரணி peːɾɑːʋuːɾʌ˞ɳʼɪˑ 
பேரி peːɾɪˑ 
பேரிங் peːɾɪŋ 
பேரிங்கிலிருந்து peːɾɪŋʲgʲɪlɪɾɨn̪d̪ɨ 
பேரிங்குகள் peːɾɪŋgɨxʌ˞ɭ 
பேரிடம் peːɾɪ˞ɽʌm 
பேரிடராக peːɾɪ˞ɽʌɾɑːxə 
பேரிடரால்தான் peːɾɪ˞ɽʌɾɑːlðɑːn̺ 
பேரிடரில் peːɾɪ˞ɽʌɾɪl 
பேரிடர் peːɾɪ˞ɽʌr 
பேரிடர்களான peːɾɪ˞ɽʌrɣʌ˞ɭʼɑːn̺ə 
பேரிடர்கள் peːɾɪ˞ɽʌrɣʌ˞ɭ 
பேரிடர்தானே peːɾɪ˞ɽʌrðɑːn̺eˑ 
பேரிடர்தான் peːɾɪ˞ɽʌrðɑːn̺ 
பேரிடியாக peːɾɪ˞ɽɪɪ̯ɑːxə 
பேரிடியாகத்தானிருந்திருக்கும் peːɾɪ˞ɽɪɪ̯ɑːxʌt̪t̪ɑːn̺ɪɾɨn̪d̪ɪɾɨkkɨm 
பேரின் peːɾɪn̺ 
பேரியாண்டோவின்மீதுதான் peːɾɪɪ̯ɑ˞ːɳɖoːʋɪn̺miːðɨðɑːn̺ 
பேரில் peːɾɪl 
பேருக்காக peːɾɨkkɑːxə 
பேருக்கான peːɾɨkkɑːn̺ə 
பேருக்கு peːɾɨkkɨ 
பேருக்குத் peːɾɨkkɨt̪ 
பேருக்கும் peːɾɨkkɨm 
பேருதவியாக peːɾɨðʌʋɪɪ̯ɑːxə 
பேருந்தில் peːɾɨn̪d̪ɪl 
பேருந்து peːɾɨn̪d̪ɨ 
பேருந்துகளின் peːɾɨn̪d̪ɨxʌ˞ɭʼɪn̺ 
பேருந்துகளிலும் peːɾɨn̪d̪ɨxʌ˞ɭʼɪlɨm 
பேருந்துகளில் peːɾɨn̪d̪ɨxʌ˞ɭʼɪl 
பேருந்துகளுக்கு peːɾɨn̪d̪ɨxʌ˞ɭʼɨkkɨ 
பேருந்துகளும் peːɾɨn̪d̪ɨxʌ˞ɭʼɨm 
பேருந்துகளை peːɾɨn̪d̪ɨxʌ˞ɭʼʌɪ̯ 
பேருந்துகள் peːɾɨn̪d̪ɨxʌ˞ɭ 
பேருந்துக்கட்டணங்கள் peːɾɨn̪d̪ɨkkʌ˞ʈʈʌ˞ɳʼʌŋgʌ˞ɭ 
பேருந்தை peːɾɨn̪d̪ʌɪ̯ 
பேருமே peːɾɨmeˑ 
பேரும் peːɾɨm 
பேரூந்து peːɾuːn̪d̪ɨ 
பேரூந்துகளின் peːɾuːn̪d̪ɨxʌ˞ɭʼɪn̺ 
பேரூந்துகளிலும் peːɾuːn̪d̪ɨxʌ˞ɭʼɪlɨm 
பேரூந்துகள் peːɾuːn̪d̪ɨxʌ˞ɭ 
பேரூராட்சி peːɾuːɾɑ˞ːʈtʃɪˑ 
பேரூராட்சிகளில் peːɾuːɾɑ˞ːʈtʃɪxʌ˞ɭʼɪl 
பேரூராட்சிக் peːɾuːɾɑ˞ːʈtʃɪk 
பேரூராட்சிக்கு peːɾuːɾɑ˞ːʈtʃɪkkɨ 
பேரூராட்சியில் peːɾuːɾɑ˞ːʈtʃɪɪ̯ɪl 
பேரூர் peːɾuːr 
பேரை peːɾʌɪ̯ 
பேரைக் peːɾʌɪ̯k 
பேரைப் peːɾʌɪ̯p 
பேரையாவது peːɾʌjɪ̯ɑːʋʌðɨ 
பேரையும் peːɾʌjɪ̯ɨm 
பேரோன் peːɾoːn̺ 
பேர் peːr 
பேர்கர் peːrɣʌr 
பேர்களின் peːrɣʌ˞ɭʼɪn̺ 
பேர்களுக்கு peːrɣʌ˞ɭʼɨkkɨ 
பேர்தான் peːrðɑːn̺ 
பேர்வழிகள் peːrʋʌ˞ɻɪxʌ˞ɭ 
பேறு peːɾɨ 
பேலன்ஸ் peːlʌn̺s 
பேலன்ஸ்டு peːlʌn̺sʈɨ 
பேலன்ஸ்ட் peːlʌn̺sʈ 
பேல்கள் peːlxʌ˞ɭ 
பேல்ஸ் peːls 
பேவரிட் peːʋʌɾɪ˞ʈ 
பேஷனா peːʂʌn̺ɑː 
பேஷன் peːʂʌn̺ 
பேஸுடன் peːsɨ˞ɽʌn̺ 
பேஸ் peːs 
பேஸ்ஆப் peːsɑːp 
பேஸ்ட் peːsʈ 
பேஸ்புக் peːspʉ̩k 
பேஸ்புக்கில் peːspʉ̩kkʲɪl 
பேஸ்புக்குக்கு peːspʉ̩kkɨkkɨ 
போட்டாலும் peːˀɑ˞ːʈʈɑːlɨm 
போட்டிகளில் peːˀɑ˞ːʈʈɪxʌ˞ɭʼɪl 
போட்டியிடும் peːˀɑ˞ːʈʈɪɪ̯ɪ˞ɽɨm 
போட்டியிடுவது peːˀɑ˞ːʈʈɪɪ̯ɪ˞ɽɨʋʌðɨ 
போட்டியின்போது peːˀɑ˞ːʈʈɪɪ̯ɪn̺boːðɨ 
போட்டியில் peːˀɑ˞ːʈʈɪɪ̯ɪl 
போதிய peːˀɑːðɪɪ̯ə 
போன்ற peːˀɑːn̺d̺ʳə 
போன்று peːˀɑːn̺d̺ʳɨ 
போயினர் peːˀɑːɪ̯ɪn̺ʌr 
போராடினார் peːˀɑːɾɑ˞ːɽɪn̺ɑːr 
போர்க்கால peːˀɑːrkkɑːlə 
போல peːˀɑːlə 
போல்டாகினர் peːˀɑːlʈɑːçɪn̺ʌr 
பே peˑ 
பை pʌɪ̯ 
பைகளில் pʌɪ̯xʌ˞ɭʼɪl 
பைகளுக்கு pʌɪ̯xʌ˞ɭʼɨkkɨ 
பைகளுக்குத் pʌɪ̯xʌ˞ɭʼɨkkɨt̪ 
பைகளை pʌɪ̯xʌ˞ɭʼʌɪ̯ 
பைகளைக் pʌɪ̯xʌ˞ɭʼʌɪ̯k 
பைகளைத் pʌɪ̯xʌ˞ɭʼʌɪ̯t̪ 
பைகளையும் pʌɪ̯xʌ˞ɭʼʌjɪ̯ɨm 
பைகள் pʌɪ̯xʌ˞ɭ 
பைக் pʌɪ̯k 
பைக்காக pʌjccɑːxə 
பைக்கின் pʌjccɪn̺ 
பைக்கிற்கான pʌjccɪrkɑːn̺ə 
பைக்கிற்கும் pʌjccɪrkɨm 
பைக்கில் pʌjccɪl 
பைக்கு pʌjccɨ 
பைக்குகளின் pʌjccɨxʌ˞ɭʼɪn̺ 
பைக்குகளில் pʌjccɨxʌ˞ɭʼɪl 
பைக்குகளுக்கான pʌjccɨxʌ˞ɭʼɨkkɑːn̺ə 
பைக்குகளுக்கு pʌjccɨxʌ˞ɭʼɨkkɨ 
பைக்குகளுடன் pʌjccɨxʌ˞ɭʼɨ˞ɽʌn̺ 
பைக்குகளும் pʌjccɨxʌ˞ɭʼɨm 
பைக்குகளை pʌjccɨxʌ˞ɭʼʌɪ̯ 
பைக்குகளையும் pʌjccɨxʌ˞ɭʼʌjɪ̯ɨm 
பைக்குகள் pʌjccɨxʌ˞ɭ 
பைக்கும் pʌjccɨm 
பைக்கை pʌjccʌɪ̯ 
பைக்பேட்டை pʌɪ̯kpe˞ːʈʈʌɪ̯ 
பைசா pʌɪ̯tʃɑː 
பைசாலாபாத் pʌɪ̯tʃɑːlɑːβɑːt̪ 
பைஜாமாவும் pʌɪ̯dʒɑːmɑːʋʉ̩m 
பைடர்போ pʌɪ̯ʈʌrβoˑ 
பைத் pʌɪ̯t̪ 
பைத்தியக் pʌɪ̯t̪t̪ɪɪ̯ʌk 
பைத்தியநிலைக்கு pʌɪ̯t̪t̪ɪɪ̯ʌn̺ɪlʌjccɨ 
பைத்தியம் pʌɪ̯t̪t̪ɪɪ̯ʌm 
பைனலில் pʌɪ̯n̺ʌlɪl 
பைனலுக்கு pʌɪ̯n̺ʌlɨkkɨ 
பைனலுக்குள் pʌɪ̯n̺ʌlɨkkɨ˞ɭ 
பைனல் pʌɪ̯n̺ʌl 
பைனான்ஸ் pʌɪ̯n̺ɑːn̺s 
பைனான்ஸ்களின் pʌɪ̯n̺ɑːn̺skʌ˞ɭʼɪn̺ 
பைனான்ஸ்கள் pʌɪ̯n̺ɑːn̺skʌ˞ɭ 
பைன்பிரிட்ஜ் pʌɪ̯n̺bɪɾɪ˞ʈdʒ 
பைபிளில் pʌɪ̯βɪ˞ɭʼɪl 
பைபோலார் pʌɪ̯βoːlɑːr 
பைப் pʌɪ̯p 
பையனும் pʌjɪ̯ʌn̺ɨm 
பையனை pʌjɪ̯ʌn̺ʌɪ̯ 
பையன் pʌjɪ̯ʌn̺ 
பையன்களின் pʌjɪ̯ʌn̺gʌ˞ɭʼɪn̺ 
பையன்களோ pʌjɪ̯ʌn̺gʌ˞ɭʼoˑ 
பையன்கள் pʌjɪ̯ʌn̺gʌ˞ɭ 
பையன் pʌjɪ̯ʌn̺ 
பையில் pʌjɪ̯ɪl 
பையே pʌjɪ̯eˑ 
பையோ pʌjɪ̯oˑ 
பைரன் pʌɪ̯rʌn̺ 
பைரமங்கலம் pʌɪ̯rʌmʌŋgʌlʌm 
பைரை pʌɪ̯rʌɪ̯ 
பைலட் pʌɪ̯lʌ˞ʈ 
பொ po̞ 
பொஏர் po̞ʲeːr 
பொக்கிஷம் po̞kkʲɪʂʌm 
பொக்லைன் po̞klʌɪ̯n̺ 
பொக்லைன்கள் po̞klʌɪ̯n̺gʌ˞ɭ 
பொங்க po̞ŋgə 
பொங்கக் po̞ŋgʌk 
பொங்கலூர் po̞ŋgʌluːr 
பொங்கல் po̞ŋgʌl 
பொசிஷனிங் po̞sɪʂʌn̺ɪŋ 
பொடன்ஷியல் po̞ɽʌn̺ʂɪɪ̯ʌl 
பொடா po̞ɽɑː 
பொடியாக்கி po̞ɽɪɪ̯ɑːkkʲɪˑ 
பொட்டலங்கள் po̞ʈʈʌlʌŋgʌ˞ɭ 
பொட்டல்காட்டுப் po̞ʈʈʌlxɑ˞ːʈʈɨp 
பொண்ணு po̞ɳɳɨ 
பொதிகை po̞ðɪxʌɪ̯ 
பொதிந்துள்ள po̞ðɪn̪d̪ɨ˞ɭɭə 
பொதியன்பள்ளம் po̞ðɪɪ̯ʌn̺bʌ˞ɭɭʌm 
பொது po̞ðɨ 
பொதுஇடங்களில் po̞ðɨʲɪ˞ɽʌŋgʌ˞ɭʼɪl 
பொதுக் po̞ðɨk 
பொதுக்குழு po̞ðɨkkɨ˞ɻɨ 
பொதுக்குழுவிலே po̞ðɨkkɨ˞ɻɨʋɪleˑ 
பொதுக்கூட்ட po̞ðɨkku˞ːʈʈə 
பொதுக்கூட்டங்களிலோ po̞ðɨkku˞ːʈʈʌŋgʌ˞ɭʼɪloˑ 
பொதுக்கூட்டங்களில் po̞ðɨkku˞ːʈʈʌŋgʌ˞ɭʼɪl 
பொதுக்கூட்டங்கள் po̞ðɨkku˞ːʈʈʌŋgʌ˞ɭ 
பொதுக்கூட்டத்தில் po̞ðɨkku˞ːʈʈʌt̪t̪ɪl 
பொதுக்கூட்டத்துக்கு po̞ðɨkku˞ːʈʈʌt̪t̪ɨkkɨ 
பொதுக்கூட்டத்தை po̞ðɨkku˞ːʈʈʌt̪t̪ʌɪ̯ 
பொதுக்கூட்டம் po̞ðɨkku˞ːʈʈʌm 
பொதுக்கொள்கை po̞ðɨkko̞ɭxʌɪ̯ 
பொதுசபையிலும் po̞ðɨsʌβʌjɪ̯ɪlɨm 
பொதுசொத்துக்களில் po̞ðɨso̞t̪t̪ɨkkʌ˞ɭʼɪl 
பொதுச் po̞ðɨtʃ 
பொதுச்சபை po̞ðɨtʃtʃʌβʌɪ̯ 
பொதுச்செய po̞ðɨtʃtʃɛ̝ɪ̯ə 
பொதுச்செயலாளராக po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌɾɑːxə 
பொதுச்செயலாளராகவும் po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌɾɑːxʌʋʉ̩m 
பொதுச்செயலாளரின் po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌɾɪn̺ 
பொதுச்செயலாளரு po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌɾɨ 
பொதுச்செயலாளருமான po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌɾɨmɑːn̺ə 
பொதுச்செயலாளரும் po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌɾɨm 
பொதுச்செயலாளர் po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌr 
பொதுச்செயலாளர்கள் po̞ðɨtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌrɣʌ˞ɭ 
பொதுச்சேவை po̞ðɨtʃtʃeːʋʌɪ̯ 
பொதுத் po̞ðɨt̪ 
பொதுத்துறை po̞ðɨt̪t̪ɨɾʌɪ̯ 
பொதுத்தேர்தலிலும் po̞ðɨt̪t̪eːrðʌlɪlɨm 
பொதுத்தேர்தலில் po̞ðɨt̪t̪eːrðʌlɪl 
பொதுத்தேர்தலுக்கான po̞ðɨt̪t̪eːrðʌlɨkkɑːn̺ə 
பொதுத்தேர்தலை po̞ðɨt̪t̪eːrðʌlʌɪ̯ 
பொதுத்தேர்தலையொட்டி po̞ðɨt̪t̪eːrðʌlʌjɪ̯o̞ʈʈɪˑ 
பொதுத்தேர்தல் po̞ðɨt̪t̪eːrðʌl 
பொதுத்தேர்தல்கள் po̞ðɨt̪t̪eːrðʌlxʌ˞ɭ 
பொதுநல po̞ðɨn̺ʌlə 
பொதுபிம்பம் po̞ðɨβɪmbʌm 
பொதுப் po̞ðɨp 
பொதுப்பங்கு po̞ðɨppʌŋgɨ 
பொதுப்பணி po̞ðɨppʌ˞ɳʼɪˑ 
பொதுப்பணித் po̞ðɨppʌ˞ɳʼɪt̪ 
பொதுப்பணித்துறை po̞ðɨppʌ˞ɳʼɪt̪t̪ɨɾʌɪ̯ 
பொதுப்பணித்துறையின் po̞ðɨppʌ˞ɳʼɪt̪t̪ɨɾʌjɪ̯ɪn̺ 
பொதுமக்களிடமிருந்து po̞ðɨmʌkkʌ˞ɭʼɪ˞ɽʌmɪɾɨn̪d̪ɨ 
